State,class,tokenize_with_padding,tokenize_no_padding
"S*S,S*",1,"[29, 50, 29, 48, 29, 50, 0, 0, 0, 0]","[29, 50, 29, 48, 29, 50]"
"*S,S*S,S*s*",1,"[50, 29, 48, 29, 50, 29, 48, 29, 50, 20]","[50, 29, 48, 29, 50, 29, 48, 29, 50, 20, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"w,y+z+S,z,z",1,"[24, 48, 26, 49, 27, 49, 29, 48, 27, 48]","[24, 48, 26, 49, 27, 49, 29, 48, 27, 48, 27]"
"Z+z,z,y,w,Z",1,"[36, 49, 27, 48, 27, 48, 26, 48, 24, 48]","[36, 49, 27, 48, 27, 48, 26, 48, 24, 48, 36]"
"Y,Y*Y,Y*S,Y",1,"[35, 48, 35, 50, 35, 48, 35, 50, 29, 48]","[35, 48, 35, 50, 35, 48, 35, 50, 29, 48, 35]"
e+i+Z0i0,1,"[5, 49, 9, 49, 36, 37, 9, 37, 0, 0]","[5, 49, 9, 49, 36, 37, 9, 37]"
"+r,A,G,x+x,",1,"[49, 19, 48, 10, 48, 16, 48, 25, 49, 25]","[49, 19, 48, 10, 48, 16, 48, 25, 49, 25, 48]"
"*X.X*X.X*X,",1,"[50, 34, 47, 34, 50, 34, 47, 34, 50, 34]","[50, 34, 47, 34, 50, 34, 47, 34, 50, 34, 48]"
R*X+,1,"[28, 50, 34, 49, 0, 0, 0, 0, 0, 0]","[28, 50, 34, 49]"
y*,1,"[26, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 50]"
z.W.s.S.S.S,1,"[27, 47, 33, 47, 20, 47, 29, 47, 29, 47]","[27, 47, 33, 47, 20, 47, 29, 47, 29, 47, 29]"
S.w.W.V.w.E,1,"[29, 47, 24, 47, 33, 47, 32, 47, 24, 47]","[29, 47, 24, 47, 33, 47, 32, 47, 24, 47, 14]"
y*h*h*,1,"[26, 50, 8, 50, 8, 50, 0, 0, 0, 0]","[26, 50, 8, 50, 8, 50]"
S.s.B.S.S.S,1,"[29, 47, 20, 47, 11, 47, 29, 47, 29, 47]","[29, 47, 20, 47, 11, 47, 29, 47, 29, 47, 29]"
"s,S,b,S,s,s",1,"[20, 48, 29, 48, 2, 48, 29, 48, 20, 48]","[20, 48, 29, 48, 2, 48, 29, 48, 20, 48, 20]"
V*,1,"[32, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 50]"
b*A*,1,"[2, 50, 10, 50, 0, 0, 0, 0, 0, 0]","[2, 50, 10, 50]"
B0,1,"[11, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 37]"
0S*,1,"[37, 29, 50, 0, 0, 0, 0, 0, 0, 0]","[37, 29, 50]"
00,1,"[37, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[37, 37]"
e+e+v+v*v*v,1,"[5, 49, 5, 49, 23, 49, 23, 50, 23, 50]","[5, 49, 5, 49, 23, 49, 23, 50, 23, 50, 23]"
Z0i0,1,"[36, 37, 9, 37, 0, 0, 0, 0, 0, 0]","[36, 37, 9, 37]"
",H,H,H,y,H,",1,"[48, 17, 48, 17, 48, 17, 48, 26, 48, 17]","[48, 17, 48, 17, 48, 17, 48, 26, 48, 17, 48]"
"y,y,y,z,y,y",1,"[26, 48, 26, 48, 26, 48, 27, 48, 26, 48]","[26, 48, 26, 48, 26, 48, 27, 48, 26, 48, 26]"
"y,y,y,h,y,I",1,"[26, 48, 26, 48, 26, 48, 8, 48, 26, 48]","[26, 48, 26, 48, 26, 48, 8, 48, 26, 48, 18]"
"Y,y,h,H,h,Y",1,"[35, 48, 26, 48, 8, 48, 17, 48, 8, 48]","[35, 48, 26, 48, 8, 48, 17, 48, 8, 48, 35]"
"y,y,y,Y+z,y",1,"[26, 48, 26, 48, 26, 48, 35, 49, 27, 48]","[26, 48, 26, 48, 26, 48, 35, 49, 27, 48, 26]"
"H,H,Y*H*y+y",1,"[17, 48, 17, 48, 35, 50, 17, 50, 26, 49]","[17, 48, 17, 48, 35, 50, 17, 50, 26, 49, 26]"
"y,H,y,H,y,Y",1,"[26, 48, 17, 48, 26, 48, 17, 48, 26, 48]","[26, 48, 17, 48, 26, 48, 17, 48, 26, 48, 35]"
",Y*Y,Y.Y*Y+",1,"[48, 35, 50, 35, 48, 35, 47, 35, 50, 35]","[48, 35, 50, 35, 48, 35, 47, 35, 50, 35, 49]"
s*s*,1,"[20, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[20, 50, 20, 50]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
"s,",1,"[20, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 48]"
s00,1,"[20, 37, 37, 0, 0, 0, 0, 0, 0, 0]","[20, 37, 37]"
.B.S.S.s.S.,1,"[47, 11, 47, 29, 47, 29, 47, 20, 47, 29]","[47, 11, 47, 29, 47, 29, 47, 20, 47, 29, 47]"
.B.S.s.S.W.,1,"[47, 11, 47, 29, 47, 20, 47, 29, 47, 33]","[47, 11, 47, 29, 47, 20, 47, 29, 47, 33, 47]"
.s.S.S.s.S.,1,"[47, 20, 47, 29, 47, 29, 47, 20, 47, 29]","[47, 20, 47, 29, 47, 29, 47, 20, 47, 29, 47]"
W.S.S.w.S.S,1,"[33, 47, 29, 47, 29, 47, 24, 47, 29, 47]","[33, 47, 29, 47, 29, 47, 24, 47, 29, 47, 29]"
"G,Z0z*",1,"[16, 48, 36, 37, 27, 50, 0, 0, 0, 0]","[16, 48, 36, 37, 27, 50]"
Z0,1,"[36, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 37]"
".Z+Z*z0Z+Z,",1,"[47, 36, 49, 36, 50, 27, 37, 36, 49, 36]","[47, 36, 49, 36, 50, 27, 37, 36, 49, 36, 48]"
"*y*Z,Y*z*Z.",1,"[50, 26, 50, 36, 48, 35, 50, 27, 50, 36]","[50, 26, 50, 36, 48, 35, 50, 27, 50, 36, 47]"
z*Z*z+z+y+z,1,"[27, 50, 36, 50, 27, 49, 27, 49, 26, 49]","[27, 50, 36, 50, 27, 49, 27, 49, 26, 49, 27]"
"Z,Z*Z00",1,"[36, 48, 36, 50, 36, 37, 37, 0, 0, 0]","[36, 48, 36, 50, 36, 37, 37]"
Z+z*Z*,1,"[36, 49, 27, 50, 36, 50, 0, 0, 0, 0]","[36, 49, 27, 50, 36, 50]"
"Z,",1,"[36, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 48]"
",z+z+I+I+z,",1,"[48, 27, 49, 27, 49, 18, 49, 18, 49, 27]","[48, 27, 49, 27, 49, 18, 49, 18, 49, 27, 48]"
0Z+z+Z*Z+I*,1,"[37, 36, 49, 27, 49, 36, 50, 36, 49, 18]","[37, 36, 49, 27, 49, 36, 50, 36, 49, 18, 50]"
*Z+Z*z*Z.Z*,1,"[50, 36, 49, 36, 50, 27, 50, 36, 47, 36]","[50, 36, 49, 36, 50, 27, 50, 36, 47, 36, 50]"
"X+x*X*X,G,",1,"[34, 49, 25, 50, 34, 50, 34, 48, 16, 48]","[34, 49, 25, 50, 34, 50, 34, 48, 16, 48]"
"s*B*S+s*S,S",1,"[20, 50, 11, 50, 29, 49, 20, 50, 29, 48]","[20, 50, 11, 50, 29, 49, 20, 50, 29, 48, 29]"
"z,",1,"[27, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 48]"
s00,1,"[20, 37, 37, 0, 0, 0, 0, 0, 0, 0]","[20, 37, 37]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
S+S*s*s*s*s,1,"[29, 49, 29, 50, 20, 50, 20, 50, 20, 50]","[29, 49, 29, 50, 20, 50, 20, 50, 20, 50, 20]"
s*s*,1,"[20, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[20, 50, 20, 50]"
s0,1,"[20, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 37]"
s0S*,1,"[20, 37, 29, 50, 0, 0, 0, 0, 0, 0]","[20, 37, 29, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
S.S*s*,1,"[29, 47, 29, 50, 20, 50, 0, 0, 0, 0]","[29, 47, 29, 50, 20, 50]"
"S,S*S,",1,"[29, 48, 29, 50, 29, 48, 0, 0, 0, 0]","[29, 48, 29, 50, 29, 48]"
"S+s,S.S*s*s",1,"[29, 49, 20, 48, 29, 47, 29, 50, 20, 50]","[29, 49, 20, 48, 29, 47, 29, 50, 20, 50, 20]"
"+S,S+S.S*s*",1,"[49, 29, 48, 29, 49, 29, 47, 29, 50, 20]","[49, 29, 48, 29, 49, 29, 47, 29, 50, 20, 50]"
"S*S0S,S*s*S",1,"[29, 50, 29, 37, 29, 48, 29, 50, 20, 50]","[29, 50, 29, 37, 29, 48, 29, 50, 20, 50, 29]"
"S+S*S,S+B*S",1,"[29, 49, 29, 50, 29, 48, 29, 49, 11, 50]","[29, 49, 29, 50, 29, 48, 29, 49, 11, 50, 29]"
"s,s,S.S,S,s",1,"[20, 48, 20, 48, 29, 47, 29, 48, 29, 48]","[20, 48, 20, 48, 29, 47, 29, 48, 29, 48, 20]"
"+s*S+B+s,S*",1,"[49, 20, 50, 29, 49, 11, 49, 20, 48, 29]","[49, 20, 50, 29, 49, 11, 49, 20, 48, 29, 50]"
"+s+S,s.s,B,",1,"[49, 20, 49, 29, 48, 20, 47, 20, 48, 11]","[49, 20, 49, 29, 48, 20, 47, 20, 48, 11, 48]"
"+s+S,S+s*B*",1,"[49, 20, 49, 29, 48, 29, 49, 20, 50, 11]","[49, 20, 49, 29, 48, 29, 49, 20, 50, 11, 50]"
",s,B,S.S,b,",1,"[48, 20, 48, 11, 48, 29, 47, 29, 48, 2]","[48, 20, 48, 11, 48, 29, 47, 29, 48, 2, 48]"
"s,s,s,s,S+B",1,"[20, 48, 20, 48, 20, 48, 20, 48, 29, 49]","[20, 48, 20, 48, 20, 48, 20, 48, 29, 49, 11]"
",Y*y*z*Z,Z+",1,"[48, 35, 50, 26, 50, 27, 50, 36, 48, 36]","[48, 35, 50, 26, 50, 27, 50, 36, 48, 36, 49]"
I+z*y+Z*,1,"[18, 49, 27, 50, 26, 49, 36, 50, 0, 0]","[18, 49, 27, 50, 26, 49, 36, 50]"
"B,s,B,s,s,s",1,"[11, 48, 20, 48, 11, 48, 20, 48, 20, 48]","[11, 48, 20, 48, 11, 48, 20, 48, 20, 48, 20]"
"S.S,S+s,S.S",1,"[29, 47, 29, 48, 29, 49, 20, 48, 29, 47]","[29, 47, 29, 48, 29, 49, 20, 48, 29, 47, 29]"
"+s+s,B,S.S+",1,"[49, 20, 49, 20, 48, 11, 48, 29, 47, 29]","[49, 20, 49, 20, 48, 11, 48, 29, 47, 29, 49]"
"s+s,S*S,S,s",1,"[20, 49, 20, 48, 29, 50, 29, 48, 29, 48]","[20, 49, 20, 48, 29, 50, 29, 48, 29, 48, 20]"
"s*S,S*s+S*S",1,"[20, 50, 29, 48, 29, 50, 20, 49, 29, 50]","[20, 50, 29, 48, 29, 50, 20, 49, 29, 50, 29]"
S*s+s+S*B*s,1,"[29, 50, 20, 49, 20, 49, 29, 50, 11, 50]","[29, 50, 20, 49, 20, 49, 29, 50, 11, 50, 20]"
B*S+B+S*,1,"[11, 50, 29, 49, 11, 49, 29, 50, 0, 0]","[11, 50, 29, 49, 11, 49, 29, 50]"
"S,s,S*s*S+",1,"[29, 48, 20, 48, 29, 50, 20, 50, 29, 49]","[29, 48, 20, 48, 29, 50, 20, 50, 29, 49]"
"+S,S+s,s,s,",1,"[49, 29, 48, 29, 49, 20, 48, 20, 48, 20]","[49, 29, 48, 29, 49, 20, 48, 20, 48, 20, 48]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
",s,s+s,s+s+",1,"[48, 20, 48, 20, 49, 20, 48, 20, 49, 20]","[48, 20, 48, 20, 49, 20, 48, 20, 49, 20, 49]"
"+S0S+S,s,B,",1,"[49, 29, 37, 29, 49, 29, 48, 20, 48, 11]","[49, 29, 37, 29, 49, 29, 48, 20, 48, 11, 48]"
"s,S,s,s,S00",1,"[20, 48, 29, 48, 20, 48, 20, 48, 29, 37]","[20, 48, 29, 48, 20, 48, 20, 48, 29, 37, 37]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
",s,s+s*B*S,",1,"[48, 20, 48, 20, 49, 20, 50, 11, 50, 29]","[48, 20, 48, 20, 49, 20, 50, 11, 50, 29, 48]"
"S,",1,"[29, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 48]"
B.B.,1,"[11, 47, 11, 47, 0, 0, 0, 0, 0, 0]","[11, 47, 11, 47]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
s*S0s*,1,"[20, 50, 29, 37, 20, 50, 0, 0, 0, 0]","[20, 50, 29, 37, 20, 50]"
S0s*s*,1,"[29, 37, 20, 50, 20, 50, 0, 0, 0, 0]","[29, 37, 20, 50, 20, 50]"
B*s*S+S*s*,1,"[11, 50, 20, 50, 29, 49, 29, 50, 20, 50]","[11, 50, 20, 50, 29, 49, 29, 50, 20, 50]"
S+s*s*B*,1,"[29, 49, 20, 50, 20, 50, 11, 50, 0, 0]","[29, 49, 20, 50, 20, 50, 11, 50]"
0S+,1,"[37, 29, 49, 0, 0, 0, 0, 0, 0, 0]","[37, 29, 49]"
b*s*B*,1,"[2, 50, 20, 50, 11, 50, 0, 0, 0, 0]","[2, 50, 20, 50, 11, 50]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
i+i+i*i*i*i,1,"[9, 49, 9, 49, 9, 50, 9, 50, 9, 50]","[9, 49, 9, 49, 9, 50, 9, 50, 9, 50, 9]"
"s0S,S*",1,"[20, 37, 29, 48, 29, 50, 0, 0, 0, 0]","[20, 37, 29, 48, 29, 50]"
",s,b,s,s,s,",1,"[48, 20, 48, 2, 48, 20, 48, 20, 48, 20]","[48, 20, 48, 2, 48, 20, 48, 20, 48, 20, 48]"
",s,S.S,B,s,",1,"[48, 20, 48, 29, 47, 29, 48, 11, 48, 20]","[48, 20, 48, 29, 47, 29, 48, 11, 48, 20, 48]"
".S,s,B,B,s,",1,"[47, 29, 48, 20, 48, 11, 48, 11, 48, 20]","[47, 29, 48, 20, 48, 11, 48, 11, 48, 20, 48]"
"s+s+B+s,S.S",1,"[20, 49, 20, 49, 11, 49, 20, 48, 29, 47]","[20, 49, 20, 49, 11, 49, 20, 48, 29, 47, 29]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
"s*S0S*S,",1,"[20, 50, 29, 37, 29, 50, 29, 48, 0, 0]","[20, 50, 29, 37, 29, 50, 29, 48]"
"s*s*S,",1,"[20, 50, 20, 50, 29, 48, 0, 0, 0, 0]","[20, 50, 20, 50, 29, 48]"
s*s*b*S+S*,1,"[20, 50, 20, 50, 2, 50, 29, 49, 29, 50]","[20, 50, 20, 50, 2, 50, 29, 49, 29, 50]"
b*,1,"[2, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 50]"
v0,1,"[23, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 37]"
"+W,V+V,v.v,",1,"[49, 33, 48, 32, 49, 32, 48, 23, 47, 23]","[49, 33, 48, 32, 49, 32, 48, 23, 47, 23, 48]"
s*s*s0S*s+,1,"[20, 50, 20, 50, 20, 37, 29, 50, 20, 49]","[20, 50, 20, 50, 20, 37, 29, 50, 20, 49]"
S+s+S*S+S*B,1,"[29, 49, 20, 49, 29, 50, 29, 49, 29, 50]","[29, 49, 20, 49, 29, 50, 29, 49, 29, 50, 11]"
S+S0,1,"[29, 49, 29, 37, 0, 0, 0, 0, 0, 0]","[29, 49, 29, 37]"
*B*s*s+S*S+,1,"[50, 11, 50, 20, 50, 20, 49, 29, 50, 29]","[50, 11, 50, 20, 50, 20, 49, 29, 50, 29, 49]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
v*,1,"[23, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 50]"
"S,S*",1,"[29, 48, 29, 50, 0, 0, 0, 0, 0, 0]","[29, 48, 29, 50]"
s*B*s*s+s*s,1,"[20, 50, 11, 50, 20, 50, 20, 49, 20, 50]","[20, 50, 11, 50, 20, 50, 20, 49, 20, 50, 20]"
s0,1,"[20, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 37]"
s*s*s*,1,"[20, 50, 20, 50, 20, 50, 0, 0, 0, 0]","[20, 50, 20, 50, 20, 50]"
S*s0B0s*,1,"[29, 50, 20, 37, 11, 37, 20, 50, 0, 0]","[29, 50, 20, 37, 11, 37, 20, 50]"
b*s*S0,1,"[2, 50, 20, 50, 29, 37, 0, 0, 0, 0]","[2, 50, 20, 50, 29, 37]"
"+s*s*s+s+s,",1,"[49, 20, 50, 20, 50, 20, 49, 20, 49, 20]","[49, 20, 50, 20, 50, 20, 49, 20, 49, 20, 48]"
"S+s+S,S+s,S",1,"[29, 49, 20, 49, 29, 48, 29, 49, 20, 48]","[29, 49, 20, 49, 29, 48, 29, 49, 20, 48, 29]"
+S*S*B*s*B*,1,"[49, 29, 50, 29, 50, 11, 50, 20, 50, 11]","[49, 29, 50, 29, 50, 11, 50, 20, 50, 11, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
X0,1,"[34, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 37]"
"y.y.Y,y,y,y",1,"[26, 47, 26, 47, 35, 48, 26, 48, 26, 48]","[26, 47, 26, 47, 35, 48, 26, 48, 26, 48, 26]"
".Y,Y.Y,H,H,",1,"[47, 35, 48, 35, 47, 35, 48, 17, 48, 17]","[47, 35, 48, 35, 47, 35, 48, 17, 48, 17, 48]"
"Y.Y,Y.Y,Y.Y",1,"[35, 47, 35, 48, 35, 47, 35, 48, 35, 47]","[35, 47, 35, 48, 35, 47, 35, 48, 35, 47, 35]"
".y,I,Y.Y,Y.",1,"[47, 26, 48, 18, 48, 35, 47, 35, 48, 35]","[47, 26, 48, 18, 48, 35, 47, 35, 48, 35, 47]"
",Y.Y,y,Y*y*",1,"[48, 35, 47, 35, 48, 26, 48, 35, 50, 26]","[48, 35, 47, 35, 48, 26, 48, 35, 50, 26, 50]"
"y,H,H,y,z,y",1,"[26, 48, 17, 48, 17, 48, 26, 48, 27, 48]","[26, 48, 17, 48, 17, 48, 26, 48, 27, 48, 26]"
"Y,H,y.Y,h,y",1,"[35, 48, 17, 48, 26, 47, 35, 48, 8, 48]","[35, 48, 17, 48, 26, 47, 35, 48, 8, 48, 26]"
"y,y.Y,h,Y.H",1,"[26, 48, 26, 47, 35, 48, 8, 48, 35, 47]","[26, 48, 26, 47, 35, 48, 8, 48, 35, 47, 17]"
y*,1,"[26, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 50]"
s*s*s*,1,"[20, 50, 20, 50, 20, 50, 0, 0, 0, 0]","[20, 50, 20, 50, 20, 50]"
s*s0,1,"[20, 50, 20, 37, 0, 0, 0, 0, 0, 0]","[20, 50, 20, 37]"
s0,1,"[20, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 37]"
s0,1,"[20, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 37]"
b0,1,"[2, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 37]"
S+S*,1,"[29, 49, 29, 50, 0, 0, 0, 0, 0, 0]","[29, 49, 29, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
s*B0s*,1,"[20, 50, 11, 37, 20, 50, 0, 0, 0, 0]","[20, 50, 11, 37, 20, 50]"
s*s0,1,"[20, 50, 20, 37, 0, 0, 0, 0, 0, 0]","[20, 50, 20, 37]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
v*,1,"[23, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 50]"
Y*H*y*Y+h+y,1,"[35, 50, 17, 50, 26, 50, 35, 49, 8, 49]","[35, 50, 17, 50, 26, 50, 35, 49, 8, 49, 26]"
y*y0y*Y*,1,"[26, 50, 26, 37, 26, 50, 35, 50, 0, 0]","[26, 50, 26, 37, 26, 50, 35, 50]"
"w.s.B.s.s,s",1,"[24, 47, 20, 47, 11, 47, 20, 47, 20, 48]","[24, 47, 20, 47, 11, 47, 20, 47, 20, 48, 20]"
"+Y.Y+h*Y,S*",1,"[49, 35, 47, 35, 49, 8, 50, 35, 48, 29]","[49, 35, 47, 35, 49, 8, 50, 35, 48, 29, 50]"
Z*I+Y00,1,"[36, 50, 18, 49, 35, 37, 37, 0, 0, 0]","[36, 50, 18, 49, 35, 37, 37]"
v*V+,1,"[23, 50, 32, 49, 0, 0, 0, 0, 0, 0]","[23, 50, 32, 49]"
H*,1,"[17, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 50]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
v*,1,"[23, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 50]"
B*s*,1,"[11, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[11, 50, 20, 50]"
"w,w,",1,"[24, 48, 24, 48, 0, 0, 0, 0, 0, 0]","[24, 48, 24, 48]"
z0,1,"[27, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 37]"
"H.y.Y*Y,Y.y",1,"[17, 47, 26, 47, 35, 50, 35, 48, 35, 47]","[17, 47, 26, 47, 35, 50, 35, 48, 35, 47, 26]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
B0,1,"[11, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 37]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
s0,1,"[20, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 37]"
0Y*,1,"[37, 35, 50, 0, 0, 0, 0, 0, 0, 0]","[37, 35, 50]"
S*s0s*,1,"[29, 50, 20, 37, 20, 50, 0, 0, 0, 0]","[29, 50, 20, 37, 20, 50]"
s*s00,1,"[20, 50, 20, 37, 37, 0, 0, 0, 0, 0]","[20, 50, 20, 37, 37]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
S*s0,1,"[29, 50, 20, 37, 0, 0, 0, 0, 0, 0]","[29, 50, 20, 37]"
s+S*B*,1,"[20, 49, 29, 50, 11, 50, 0, 0, 0, 0]","[20, 49, 29, 50, 11, 50]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
Y*H*y0y*,1,"[35, 50, 17, 50, 26, 37, 26, 50, 0, 0]","[35, 50, 17, 50, 26, 37, 26, 50]"
"S*S,S+",1,"[29, 50, 29, 48, 29, 49, 0, 0, 0, 0]","[29, 50, 29, 48, 29, 49]"
",B+s,s,s,s+",1,"[48, 11, 49, 20, 48, 20, 48, 20, 48, 20]","[48, 11, 49, 20, 48, 20, 48, 20, 48, 20, 49]"
"s.s,s,S.s.S",1,"[20, 47, 20, 48, 20, 48, 29, 47, 20, 47]","[20, 47, 20, 48, 20, 48, 29, 47, 20, 47, 29]"
"z+z*Z+y,Z*i",1,"[27, 49, 27, 50, 36, 49, 26, 48, 36, 50]","[27, 49, 27, 50, 36, 49, 26, 48, 36, 50, 9]"
Z*z*z*z+Z0y,1,"[36, 50, 27, 50, 27, 50, 27, 49, 36, 37]","[36, 50, 27, 50, 27, 50, 27, 49, 36, 37, 26]"
"s+s,s,S*S,s",1,"[20, 49, 20, 48, 20, 48, 29, 50, 29, 48]","[20, 49, 20, 48, 20, 48, 29, 50, 29, 48, 20]"
+s+s+B+s+s+,1,"[49, 20, 49, 20, 49, 11, 49, 20, 49, 20]","[49, 20, 49, 20, 49, 11, 49, 20, 49, 20, 49]"
"+s,s,s,s,S.",1,"[49, 20, 48, 20, 48, 20, 48, 20, 48, 29]","[49, 20, 48, 20, 48, 20, 48, 20, 48, 29, 47]"
"B,S+S0s*s*s",1,"[11, 48, 29, 49, 29, 37, 20, 50, 20, 50]","[11, 48, 29, 49, 29, 37, 20, 50, 20, 50, 20]"
"+s+s+s,S+S,",1,"[49, 20, 49, 20, 49, 20, 48, 29, 49, 29]","[49, 20, 49, 20, 49, 20, 48, 29, 49, 29, 48]"
"+S,S+s,s,s+",1,"[49, 29, 48, 29, 49, 20, 48, 20, 48, 20]","[49, 29, 48, 29, 49, 20, 48, 20, 48, 20, 49]"
"s+s+s+s+s,S",1,"[20, 49, 20, 49, 20, 49, 20, 49, 20, 48]","[20, 49, 20, 49, 20, 49, 20, 49, 20, 48, 29]"
"+s+s,S*b*S+",1,"[49, 20, 49, 20, 48, 29, 50, 2, 50, 29]","[49, 20, 49, 20, 48, 29, 50, 2, 50, 29, 49]"
S*s+S0S*,1,"[29, 50, 20, 49, 29, 37, 29, 50, 0, 0]","[29, 50, 20, 49, 29, 37, 29, 50]"
"0S*S,",1,"[37, 29, 50, 29, 48, 0, 0, 0, 0, 0]","[37, 29, 50, 29, 48]"
Y.Y0Y.,1,"[35, 47, 35, 37, 35, 47, 0, 0, 0, 0]","[35, 47, 35, 37, 35, 47]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"+s+s,S*s+s*",1,"[49, 20, 49, 20, 48, 29, 50, 20, 49, 20]","[49, 20, 49, 20, 48, 29, 50, 20, 49, 20, 50]"
+s*S.S*s+s+,1,"[49, 20, 50, 29, 47, 29, 50, 20, 49, 20]","[49, 20, 50, 29, 47, 29, 50, 20, 49, 20, 49]"
"+s+B+S,b,S*",1,"[49, 20, 49, 11, 49, 29, 48, 2, 48, 29]","[49, 20, 49, 11, 49, 29, 48, 2, 48, 29, 50]"
+s+B+B+s+S*,1,"[49, 20, 49, 11, 49, 11, 49, 20, 49, 29]","[49, 20, 49, 11, 49, 11, 49, 20, 49, 29, 50]"
"*Z,Z+y+y,Y0",1,"[50, 36, 48, 36, 49, 26, 49, 26, 48, 35]","[50, 36, 48, 36, 49, 26, 49, 26, 48, 35, 37]"
*y+y*z+Y0y*,1,"[50, 26, 49, 26, 50, 27, 49, 35, 37, 26]","[50, 26, 49, 26, 50, 27, 49, 35, 37, 26, 50]"
"+S.S,S*B*s*",1,"[49, 29, 47, 29, 48, 29, 50, 11, 50, 20]","[49, 29, 47, 29, 48, 29, 50, 11, 50, 20, 50]"
+s+s*s+s*S+,1,"[49, 20, 49, 20, 50, 20, 49, 20, 50, 29]","[49, 20, 49, 20, 50, 20, 49, 20, 50, 29, 49]"
+s*s+s+s+s*,1,"[49, 20, 50, 20, 49, 20, 49, 20, 49, 20]","[49, 20, 50, 20, 49, 20, 49, 20, 49, 20, 50]"
"S*S,S+s+s+s",1,"[29, 50, 29, 48, 29, 49, 20, 49, 20, 49]","[29, 50, 29, 48, 29, 49, 20, 49, 20, 49, 20]"
